Account_No,Age,Gender,Education,Marital_Status,Acc_Type,Months_On_Bank,Credit_Card,Credit_Score,Estimated_Income,Cust_id
4998368637,30,Female,Post-Graduate,Divorced,Savings,56,No,579,Less than 40K,3338
4998368638,41,Male,Doctorate,Single,Savings,24,Yes,688,60K - 80K,3339
4998368639,38,Male,Graduate,Single,Savings,28,Yes,599,Less than 40K,3340
4998368640,44,Female,High School,Married,Savings,29,Yes,729,Less than 40K,3341
4998368641,50,Male,Uneducated,Married,Savings,29,No,718,80K - 120K,3342
4998368642,50,Male,Unknown,Married,Savings,53,Yes,712,80K - 120K,3343
4998368643,46,Female,College,Single,Savings,37,No,474,Less than 40K,3344
4998368644,51,Male,Unknown,Married,Savings,33,Yes,565,60K - 80K,3345
4998368645,53,Female,Graduate,Single,Savings,31,Yes,658,Less than 40K,3346
4998368646,40,Male,Unknown,Married,Savings,63,No,714,60K - 80K,3347
4998368647,49,Female,Unknown,Married,Savings,45,No,725,40K - 60K,3348
4998368648,54,Male,Post-Graduate,Divorced,Savings,40,No,825,120K +,3349
4998368649,50,Male,College,Married,Savings,45,Yes,665,80K - 120K,3350
4998368650,45,Male,Unknown,Single,Savings,35,No,670,Less than 40K,3351
4998368651,46,Female,High School,Unknown,Savings,34,Yes,474,Unknown,3352
4998368652,51,Female,Graduate,Married,Savings,40,Yes,591,Less than 40K,3353
4998368653,63,Female,High School,Single,Savings,31,Yes,508,Less than 40K,3354
4998368654,54,Female,Graduate,Divorced,Savings,36,No,695,40K - 60K,3355
4998368655,51,Male,Uneducated,Married,Savings,24,Yes,660,60K - 80K,3356
4998368656,60,Male,Graduate,Single,Current,41,Yes,687,60K - 80K,3357
4998368657,30,Male,Unknown,Single,Savings,29,No,658,40K - 60K,3358
4998368658,44,Male,Uneducated,Divorced,Savings,33,No,705,60K - 80K,3359
4998368659,33,Male,Graduate,Divorced,Savings,60,Yes,739,60K - 80K,3360
4998368660,40,Female,Uneducated,Unknown,Current,38,Yes,844,40K - 60K,3361
4998368661,52,Male,College,Married,Savings,48,No,602,60K - 80K,3362
4998368662,39,Male,Graduate,Single,Savings,33,No,759,60K - 80K,3363
4998368663,51,Female,Unknown,Single,Savings,38,Yes,747,40K - 60K,3364
4998368664,51,Female,Graduate,Single,Savings,47,No,673,Unknown,3365
4998368665,46,Male,College,Single,Savings,34,Yes,671,60K - 80K,3366
4998368666,44,Male,Graduate,Married,Savings,74,Yes,640,40K - 60K,3367
4998368667,62,Female,Doctorate,Single,Savings,40,No,581,Less than 40K,3368
4998368668,53,Male,Uneducated,Single,Savings,67,Yes,630,80K - 120K,3369
4998368669,47,Female,Graduate,Married,Savings,33,Yes,703,40K - 60K,3370
4998368670,45,Male,Graduate,Married,Savings,47,Yes,698,80K - 120K,3371
4998368671,42,Male,Graduate,Single,Savings,43,No,742,60K - 80K,3372
4998368672,47,Female,Graduate,Married,Savings,37,No,652,40K - 60K,3373
4998368673,41,Female,Graduate,Single,Salary,37,Yes,644,Less than 40K,3374
4998368674,46,Male,Unknown,Married,Savings,55,No,735,60K - 80K,3375
4998368675,36,Male,Unknown,Single,Savings,58,Yes,777,40K - 60K,3376
4998368676,47,Female,Doctorate,Married,Savings,40,Yes,644,40K - 60K,3377
4998368677,56,Female,High School,Single,Savings,37,Yes,665,Less than 40K,3378
4998368678,54,Male,Graduate,Unknown,Savings,72,Yes,529,80K - 120K,3379
4998368679,42,Female,Graduate,Single,Current,45,Yes,803,40K - 60K,3380
4998368680,39,Female,Graduate,Married,Savings,26,Yes,604,Less than 40K,3381
4998368681,45,Male,Graduate,Married,Savings,49,Yes,738,Less than 40K,3382
4998368682,52,Male,Graduate,Single,Savings,72,Yes,655,120K +,3383
4998368683,46,Male,Unknown,Married,Savings,39,No,698,60K - 80K,3384
4998368684,48,Male,High School,Unknown,Savings,66,Yes,775,80K - 120K,3385
4998368685,46,Male,High School,Single,Savings,41,Yes,735,60K - 80K,3386
4998368686,42,Male,Unknown,Married,Savings,41,Yes,766,40K - 60K,3387
4998368687,45,Female,Unknown,Single,Savings,84,Yes,537,Less than 40K,3388
4998368688,50,Female,Graduate,Single,Savings,25,Yes,599,Less than 40K,3389
4998368689,50,Female,Uneducated,Single,Savings,55,Yes,420,Less than 40K,3390
4998368690,39,Female,Post-Graduate,Single,Current,32,Yes,674,40K - 60K,3391
4998368691,45,Female,Doctorate,Single,Savings,46,No,570,Unknown,3392
4998368692,52,Male,Unknown,Single,Savings,33,Yes,623,120K +,3393
4998368693,42,Male,Unknown,Married,Savings,30,Yes,710,120K +,3394
4998368694,49,Female,Graduate,Single,Savings,29,Yes,466,Unknown,3395
4998368695,51,Male,College,Single,Savings,22,Yes,759,120K +,3396
4998368696,48,Male,High School,Single,Savings,71,Yes,581,60K - 80K,3397
4998368697,52,Female,High School,Married,Savings,33,Yes,820,Unknown,3398
4998368698,43,Male,High School,Single,Savings,41,No,759,60K - 80K,3399
4998368699,49,Male,Doctorate,Married,Savings,31,Yes,628,80K - 120K,3400
4998368700,37,Male,Uneducated,Divorced,Current,31,Yes,676,Less than 40K,3401
4998368701,48,Female,Unknown,Married,Savings,33,Yes,591,Less than 40K,3402
4998368702,40,Male,Graduate,Married,Current,26,Yes,690,80K - 120K,3403
4998368703,49,Male,Unknown,Married,Savings,62,Yes,624,40K - 60K,3404
4998368704,46,Male,Graduate,Single,Savings,23,Yes,573,80K - 120K,3405
4998368705,50,Female,Graduate,Single,Savings,60,Yes,694,Less than 40K,3406
4998368706,50,Male,High School,Married,Savings,29,Yes,632,80K - 120K,3407
4998368707,44,Female,Uneducated,Married,Savings,40,Yes,632,Unknown,3408
4998368708,47,Male,Unknown,Divorced,Current,40,Yes,832,60K - 80K,3409
4998368709,48,Female,Graduate,Married,Savings,46,No,598,40K - 60K,3410
4998368710,49,Female,High School,Married,Savings,36,No,430,Less than 40K,3411
4998368711,51,Female,Unknown,Married,Savings,37,No,711,Less than 40K,3412
4998368712,59,Female,Uneducated,Unknown,Savings,26,Yes,582,Less than 40K,3413
4998368713,45,Male,Graduate,Single,Current,39,Yes,605,40K - 60K,3414
4998368714,50,Female,Graduate,Married,Savings,37,Yes,657,Unknown,3415
4998368715,46,Female,Graduate,Married,Savings,40,No,578,Less than 40K,3416
4998368716,47,Male,Unknown,Divorced,Savings,38,No,532,80K - 120K,3417
4998368717,46,Male,College,Single,Savings,42,No,612,60K - 80K,3418
4998368718,60,Female,High School,Single,Savings,42,Yes,792,40K - 60K,3419
4998368719,38,Female,Unknown,Unknown,Savings,26,Yes,674,40K - 60K,3420
4998368720,51,Female,Graduate,Single,Savings,31,Yes,680,Less than 40K,3421
4998368721,47,Female,Uneducated,Married,Current,39,Yes,593,Less than 40K,3422
4998368722,47,Male,High School,Single,Savings,35,Yes,679,40K - 60K,3423
4998368723,49,Female,Unknown,Single,Savings,32,Yes,493,Less than 40K,3424
4998368724,39,Female,Graduate,Married,Savings,42,No,688,Less than 40K,3425
4998368725,44,Female,Unknown,Married,Savings,43,Yes,769,Less than 40K,3426
4998368726,40,Male,Graduate,Single,Savings,49,No,581,40K - 60K,3427
4998368727,56,Male,High School,Married,Savings,41,Yes,465,80K - 120K,3428
4998368728,45,Female,Uneducated,Unknown,Savings,35,No,641,Less than 40K,3429
4998368729,37,Male,Doctorate,Single,Current,43,No,731,80K - 120K,3430
4998368730,42,Male,Graduate,Married,Savings,37,Yes,625,60K - 80K,3431
4998368731,43,Female,Unknown,Married,Savings,36,No,468,Less than 40K,3432
4998368732,59,Female,Uneducated,Single,Savings,26,Yes,790,Less than 40K,3433
4998368733,42,Male,High School,Married,Savings,37,Yes,587,80K - 120K,3434
4998368734,46,Male,High School,Unknown,Savings,66,Yes,692,120K +,3435
4998368735,28,Male,High School,Single,Savings,34,Yes,676,Less than 40K,3436
4998368736,47,Female,Graduate,Married,Savings,41,Yes,571,40K - 60K,3437
4998368737,54,Male,Graduate,Single,Savings,32,No,700,80K - 120K,3438
4998368738,55,Female,College,Unknown,Savings,30,Yes,445,Less than 40K,3439
4998368739,62,Male,Uneducated,Single,Savings,36,Yes,746,60K - 80K,3440
4998368740,49,Female,Uneducated,Married,Savings,47,Yes,722,Less than 40K,3441
4998368741,48,Male,Graduate,Married,Savings,36,Yes,596,60K - 80K,3442
4998368742,43,Female,Graduate,Single,Savings,30,Yes,850,Less than 40K,3443
4998368743,51,Male,Doctorate,Married,Savings,46,Yes,597,80K - 120K,3444
4998368744,48,Male,High School,Unknown,Savings,43,Yes,436,60K - 80K,3445
4998368745,47,Female,Doctorate,Married,Savings,28,Yes,660,40K - 60K,3446
4998368746,50,Male,Graduate,Single,Savings,37,Yes,649,80K - 120K,3447
4998368747,56,Male,Uneducated,Divorced,Savings,32,Yes,646,40K - 60K,3448
4998368748,43,Male,Unknown,Single,Savings,31,Yes,560,40K - 60K,3449
4998368749,47,Female,Graduate,Married,Savings,49,Yes,710,Less than 40K,3450
4998368750,49,Female,Unknown,Married,Savings,40,Yes,513,Less than 40K,3451
4998368751,48,Female,High School,Single,Savings,21,Yes,607,Less than 40K,3452
4998368752,40,Male,Graduate,Married,Savings,57,Yes,757,60K - 80K,3453
4998368753,41,Male,Graduate,Married,Savings,40,No,619,80K - 120K,3454
4998368754,43,Female,High School,Married,Savings,24,Yes,612,Less than 40K,3455
4998368755,42,Male,Graduate,Single,Savings,29,Yes,842,60K - 80K,3456
4998368756,39,Male,Graduate,Single,Savings,33,No,713,120K +,3457
4998368757,50,Female,Doctorate,Single,Savings,36,No,657,40K - 60K,3458
4998368758,50,Male,Uneducated,Single,Savings,37,No,770,80K - 120K,3459
4998368759,50,Male,College,Married,Savings,40,No,773,120K +,3460
4998368760,51,Female,Unknown,Single,Savings,39,No,470,Less than 40K,3461
4998368761,47,Male,Doctorate,Single,Savings,35,Yes,781,Less than 40K,3462
4998368762,41,Male,Unknown,Divorced,Savings,62,No,428,80K - 120K,3463
4998368763,49,Male,Unknown,Married,Savings,43,Yes,600,60K - 80K,3464
4998368764,42,Female,High School,Married,Savings,37,Yes,697,Less than 40K,3465
4998368765,42,Male,Graduate,Married,Savings,43,No,692,60K - 80K,3466
4998368766,45,Male,Graduate,Married,Savings,28,Yes,791,80K - 120K,3467
4998368767,50,Male,Doctorate,Divorced,Savings,42,No,538,60K - 80K,3468
4998368768,53,Male,Graduate,Single,Savings,49,Yes,820,120K +,3469
4998368769,51,Male,Unknown,Married,Savings,26,Yes,679,80K - 120K,3470
4998368770,50,Female,Unknown,Married,Savings,36,No,649,Unknown,3471
4998368771,64,Male,Graduate,Single,Savings,27,Yes,632,Less than 40K,3472
4998368772,45,Male,College,Single,Current,40,No,594,80K - 120K,3473
4998368773,52,Female,High School,Single,Savings,42,No,682,Less than 40K,3474
4998368774,47,Male,High School,Married,Savings,33,No,720,80K - 120K,3475
4998368775,38,Male,Graduate,Single,Savings,31,Yes,769,120K +,3476
4998368776,45,Female,Graduate,Married,Savings,30,No,746,Less than 40K,3477
4998368777,43,Female,Graduate,Married,Savings,40,Yes,623,Unknown,3478
4998368778,57,Male,High School,Single,Savings,28,Yes,537,80K - 120K,3479
4998368779,47,Female,Graduate,Unknown,Savings,46,Yes,468,Unknown,3480
4998368780,42,Female,Graduate,Single,Savings,30,Yes,588,Less than 40K,3481
4998368781,52,Female,Uneducated,Married,Savings,34,Yes,729,Less than 40K,3482
4998368782,48,Female,Post-Graduate,Married,Current,37,Yes,543,Less than 40K,3483
4998368783,44,Male,Post-Graduate,Married,Savings,39,Yes,499,40K - 60K,3484
4998368784,40,Female,High School,Single,Savings,28,Yes,784,Less than 40K,3485
4998368785,50,Female,Doctorate,Married,Savings,33,Yes,604,Unknown,3486
4998368786,41,Male,Unknown,Unknown,Savings,25,Yes,614,80K - 120K,3487
4998368787,42,Female,College,Married,Savings,31,No,671,Less than 40K,3488
4998368788,43,Male,Uneducated,Single,Current,35,Yes,587,60K - 80K,3489
4998368789,44,Male,Graduate,Single,Savings,43,No,593,60K - 80K,3490
4998368790,61,Female,Graduate,Single,Savings,29,No,453,Less than 40K,3491
4998368791,51,Male,Graduate,Single,Savings,35,Yes,570,80K - 120K,3492
4998368792,40,Male,High School,Married,Savings,45,No,655,60K - 80K,3493
4998368793,46,Male,Doctorate,Single,Savings,47,Yes,632,60K - 80K,3494
4998368794,50,Male,Uneducated,Married,Savings,37,Yes,681,120K +,3495
4998368795,48,Male,Unknown,Married,Savings,46,Yes,591,60K - 80K,3496
4998368796,50,Male,Graduate,Single,Savings,27,Yes,779,120K +,3497
4998368797,44,Male,Unknown,Single,Savings,63,No,456,60K - 80K,3498
4998368798,42,Female,Unknown,Married,Savings,41,No,686,Less than 40K,3499
4998368799,46,Male,Uneducated,Single,Savings,74,Yes,617,60K - 80K,3500
4998368800,52,Male,High School,Single,Savings,32,Yes,850,120K +,3501
4998368801,42,Male,Graduate,Married,Savings,30,No,646,Less than 40K,3502
4998368802,47,Male,High School,Married,Savings,46,Yes,735,80K - 120K,3503
4998368803,39,Male,High School,Single,Savings,35,No,543,60K - 80K,3504
4998368804,53,Female,Uneducated,Single,Savings,37,No,490,Less than 40K,3505
4998368805,52,Male,High School,Single,Savings,45,Yes,640,40K - 60K,3506
4998368806,39,Male,Graduate,Single,Salary,45,No,445,80K - 120K,3507
4998368807,63,Male,Graduate,Single,Savings,36,Yes,761,Less than 40K,3508
4998368808,53,Male,College,Single,Savings,34,Yes,426,60K - 80K,3509
4998368809,54,Female,Unknown,Single,Savings,37,Yes,777,40K - 60K,3510
4998368810,45,Female,Uneducated,Married,Current,35,Yes,534,40K - 60K,3511
4998368811,45,Female,Uneducated,Divorced,Savings,42,Yes,777,Unknown,3512
4998368812,52,Female,Uneducated,Single,Savings,18,Yes,806,Unknown,3513
4998368813,64,Female,Graduate,Single,Savings,33,No,790,Less than 40K,3514
4998368814,47,Female,Unknown,Unknown,Savings,32,No,643,Less than 40K,3515
4998368815,45,Female,College,Single,Current,37,No,584,40K - 60K,3516
4998368816,41,Male,Graduate,Divorced,Savings,34,Yes,638,40K - 60K,3517
4998368817,56,Female,College,Single,Savings,18,No,771,Unknown,3518
4998368818,52,Female,Graduate,Married,Savings,39,No,600,Less than 40K,3519
4998368819,39,Male,Uneducated,Single,Savings,41,Yes,661,80K - 120K,3520
4998368820,61,Male,Uneducated,Married,Savings,43,Yes,554,120K +,3521
4998368821,57,Male,Graduate,Married,Savings,49,No,627,60K - 80K,3522
4998368822,46,Female,College,Single,Savings,38,Yes,659,Less than 40K,3523
4998368823,38,Male,Unknown,Divorced,Savings,35,Yes,835,40K - 60K,3524
4998368824,44,Female,Uneducated,Divorced,Savings,35,Yes,763,Unknown,3525
4998368825,40,Male,Graduate,Married,Current,31,Yes,625,40K - 60K,3526
4998368826,57,Female,High School,Single,Savings,30,Yes,799,Less than 40K,3527
4998368827,52,Male,High School,Single,Savings,69,Yes,849,120K +,3528
4998368828,50,Female,Unknown,Single,Savings,28,Yes,692,Unknown,3529
4998368829,51,Male,Graduate,Married,Current,24,Yes,623,40K - 60K,3530
4998368830,42,Male,High School,Single,Savings,42,Yes,453,60K - 80K,3531
4998368831,51,Female,Unknown,Single,Savings,84,No,408,Less than 40K,3532
4998368832,45,Male,Graduate,Unknown,Savings,37,Yes,778,80K - 120K,3533
4998368833,44,Male,Uneducated,Married,Savings,42,No,695,40K - 60K,3534
4998368834,45,Male,Graduate,Single,Savings,44,Yes,677,60K - 80K,3535
4998368835,55,Male,College,Divorced,Savings,37,Yes,662,120K +,3536
4998368836,63,Male,High School,Single,Savings,29,Yes,534,Less than 40K,3537
4998368837,33,Female,Graduate,Divorced,Savings,59,Yes,602,Less than 40K,3538
4998368838,46,Male,Graduate,Single,Savings,43,Yes,554,80K - 120K,3539
4998368839,41,Female,Graduate,Married,Savings,42,Yes,667,Less than 40K,3540
4998368840,58,Female,Graduate,Single,Savings,43,No,672,40K - 60K,3541
4998368841,51,Male,Doctorate,Married,Savings,67,Yes,838,120K +,3542
4998368842,35,Male,Unknown,Single,Savings,34,Yes,692,40K - 60K,3543
4998368843,42,Female,Graduate,Single,Savings,49,No,675,Less than 40K,3544
4998368844,45,Male,Post-Graduate,Married,Savings,33,Yes,731,80K - 120K,3545
4998368845,51,Male,High School,Single,Savings,32,No,468,40K - 60K,3546
4998368846,63,Female,College,Single,Savings,43,Yes,542,Unknown,3547
4998368847,45,Female,Graduate,Divorced,Savings,35,No,662,Less than 40K,3548
4998368848,36,Male,College,Single,Savings,37,No,770,120K +,3549
4998368849,39,Female,Graduate,Single,Savings,61,Yes,675,Less than 40K,3550
4998368850,52,Female,High School,Single,Savings,51,Yes,647,Less than 40K,3551
4998368851,52,Female,Graduate,Married,Savings,31,Yes,604,Less than 40K,3552
4998368852,50,Male,Graduate,Married,Savings,39,Yes,833,80K - 120K,3553
4998368853,60,Female,Graduate,Single,Savings,40,Yes,741,Unknown,3554
4998368854,43,Male,Post-Graduate,Single,Savings,36,No,658,60K - 80K,3555
4998368855,49,Male,High School,Divorced,Savings,36,Yes,528,40K - 60K,3556
4998368856,44,Male,Uneducated,Married,Current,60,Yes,590,80K - 120K,3557
4998368857,54,Female,College,Single,Savings,34,No,675,40K - 60K,3558
4998368858,50,Male,Unknown,Married,Savings,41,No,765,120K +,3559
4998368859,44,Male,High School,Married,Savings,64,Yes,650,60K - 80K,3560
4998368860,52,Male,Unknown,Married,Savings,44,No,817,80K - 120K,3561
4998368861,47,Female,Graduate,Married,Savings,31,Yes,699,Unknown,3562
4998368862,49,Female,High School,Married,Savings,34,Yes,495,Less than 40K,3563
4998368863,45,Male,Graduate,Married,Savings,61,No,491,40K - 60K,3564
4998368864,35,Female,Graduate,Single,Savings,51,No,847,40K - 60K,3565
4998368865,65,Male,Graduate,Single,Savings,30,No,676,Unknown,3566
4998368866,47,Female,Unknown,Married,Savings,25,No,746,40K - 60K,3567
4998368867,56,Female,Graduate,Single,Savings,31,Yes,470,Less than 40K,3568
4998368868,49,Male,Graduate,Married,Savings,20,No,714,80K - 120K,3569
4998368869,58,Male,College,Single,Savings,50,Yes,695,80K - 120K,3570
4998368870,52,Male,Graduate,Married,Savings,46,Yes,674,80K - 120K,3571
4998368871,45,Female,Graduate,Married,Savings,36,Yes,664,Less than 40K,3572
4998368872,50,Male,High School,Single,Savings,31,No,697,60K - 80K,3573
4998368873,62,Female,Doctorate,Single,Savings,68,Yes,670,40K - 60K,3574
4998368874,44,Female,High School,Married,Savings,32,Yes,541,Less than 40K,3575
4998368875,61,Female,Graduate,Divorced,Savings,66,No,640,Less than 40K,3576
4998368876,47,Female,Doctorate,Married,Savings,28,Yes,647,Less than 40K,3577
4998368877,52,Female,High School,Married,Savings,23,Yes,757,Unknown,3578
4998368878,46,Male,High School,Married,Savings,39,Yes,704,40K - 60K,3579
4998368879,40,Female,Graduate,Single,Savings,31,Yes,778,Less than 40K,3580
4998368880,47,Female,Uneducated,Married,Savings,41,Yes,639,40K - 60K,3581
4998368881,52,Female,Uneducated,Single,Savings,33,Yes,637,Less than 40K,3582
4998368882,46,Male,High School,Single,Savings,35,Yes,686,60K - 80K,3583
4998368883,49,Male,Post-Graduate,Married,Savings,43,Yes,577,60K - 80K,3584
4998368884,44,Female,Unknown,Single,Savings,28,No,506,Less than 40K,3585
4998368885,50,Female,Uneducated,Single,Savings,28,Yes,757,Less than 40K,3586
4998368886,40,Male,Graduate,Married,Savings,55,Yes,826,80K - 120K,3587
4998368887,45,Female,Unknown,Married,Savings,41,Yes,721,Less than 40K,3588
4998368888,41,Female,Graduate,Married,Savings,40,Yes,489,40K - 60K,3589
4998368889,63,Male,Graduate,Single,Savings,51,No,446,60K - 80K,3590
4998368890,32,Male,College,Unknown,Savings,37,No,677,80K - 120K,3591
4998368891,55,Male,Graduate,Single,Savings,29,Yes,769,80K - 120K,3592
4998368892,51,Female,Post-Graduate,Married,Savings,56,Yes,677,Less than 40K,3593
4998368893,52,Male,Doctorate,Married,Savings,62,No,555,60K - 80K,3594
4998368894,47,Male,Uneducated,Unknown,Savings,37,Yes,652,Unknown,3595
4998368895,39,Male,Doctorate,Single,Savings,32,Yes,722,60K - 80K,3596
4998368896,45,Male,Graduate,Single,Savings,36,No,643,60K - 80K,3597
4998368897,43,Female,High School,Divorced,Savings,40,Yes,796,Less than 40K,3598
